name,google_scholar,title,link,authors,publication_info,citation,year
Jason Doctor,https://scholar.google.com/citations?user=ff_Cij0AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Minimal clinically important differences for the EQ-5D and QWB-SA in Post-traumatic Stress Disorder (PTSD): results from a Doubly Randomized Preference Trial (DRPT),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:4DMP91E08xMC,"QA Le, JN Doctor, LA Zoellner, NC Feeny","Health and Quality of Life Outcomes 11 (1), 1-9, 2013",89,2013
Jason Doctor,https://scholar.google.com/citations?user=ff_Cij0AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Cesarean delivery on maternal request,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:TQgYirikUcIC,"MD Huesch, JN Doctor","Jama 310 (9), 978-978, 2013",8,2013
Jason Doctor,https://scholar.google.com/citations?user=ff_Cij0AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Euroqol (EQ-5D) health utility scores in post-traumatic stress disorder (PTSD) patients: Results from a doubly randomized preference trial (DRPT),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:f2IySw72cVMC,"QA Le, J Doctor, L Zoellner, N Feeny","Value in Health 16 (3), A194-A195, 2013",1,2013
Jason Doctor,https://scholar.google.com/citations?user=ff_Cij0AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Longitudinal changes in health-related quality of life for chronic diseases: An example from the hemophilia utilization group study part va (HUGS Va),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:pqnbT2bcN3wC,"JL Poon, J Doctor, F Gwadry-Sridhar, M Ullman, B Riske, J Baker, X Niu, ...","Value in Health 16 (3), A122-A123, 2013",1,2013
Jason Doctor,https://scholar.google.com/citations?user=ff_Cij0AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Evaluating other diseases with computed tomographic screening for lung cancer,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:BqipwSGYUEgC,G Wittig,"JAMA 309 (7), 655-656, 2013",1,2013
Jason Doctor,https://scholar.google.com/citations?user=ff_Cij0AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Quality of life in haemophilia A: hemophilia utilization Group Study Va (HUGS‐Va),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:qxL8FJ1GzNcC,"JL Poon, ZY Zhou, JN Doctor, J Wu, MM Ullman, C Ross, B Riske, ...","Haemophilia 18 (5), 699-707, 2012",78,2012
Jason Doctor,https://scholar.google.com/citations?user=ff_Cij0AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Comparative effectiveness of statin plus fibrate combination therapy and statin monotherapy in patients with type 2 diabetes: use of propensity‐score and instrumental variable …,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:M3ejUd6NZC8C,"HS Suh, JW Hay, KA Johnson, JN Doctor","Pharmacoepidemiology and drug safety 21 (5), 470-484, 2012",22,2012
Jason Doctor,https://scholar.google.com/citations?user=ff_Cij0AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,How to aggregate health? Separability and the effect of framing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:mVmsd5A6BfQC,"A Turpcu, H Bleichrodt, QA Le, JN Doctor","Medical Decision Making 32 (2), 259-265, 2012",17,2012
Jason Doctor,https://scholar.google.com/citations?user=ff_Cij0AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Utility independence of multiattribute utility theory is equivalent to standard sequence invariance of conjoint measurement,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:-f6ydRqryjwC,"H Bleichrodt, JN Doctor, M Filko, PP Wakker","Journal of Mathematical Psychology 55 (6), 451-456, 2011",9,2011
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,The U-shaped charitable-giving curve,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:0KyAp5RtaNEC,"EP Hargaden, NJ Duquette","Nonprofit and Voluntary Sector Quarterly, 08997640231189451, 2023",1,2023
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Who gives and who gets? Tax policy and the long-run distribution of philanthropy in the US,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:uc_IGeMz5qoC,"N Duquette, J Mayo","the Routledge Handbook of Taxation and Philanthropy. Henry Peter and Giedre …, 2022",3,2022
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Who gives and who gets? Tax policy and the long-run distribution of philanthropy in the United States,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:yB1At4FlUx8C,"NJ Duquette, J Mayo","The Routledge Handbook of Taxation and Philanthropy, 268-284, 2021",1,2021
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,The evolving distribution of giving in the United States,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:35r97b3x0nAC,NJ Duquette,"Nonprofit and Voluntary Sector Quarterly 50 (5), 1102-1116, 2021",6,2021
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Inequality and giving,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:t7zJ5fGR-2UC,"NJ Duquette, EP Hargaden","Journal of Economic Behavior & Organization 186, 189-200, 2021",24,2021
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Heard” immunity: Messages emphasizing the safety of others increase intended uptake of a COVID-19 vaccine in some groups,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:nrtMV_XWKgEC,N Duquette,"Covid Econ 52, 39-67, 2020",19,2020
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,A two-tiered charitable contribution credit for all American taxpayers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:XD-gHx7UXLsC,N Duquette,"Nonprofit Policy Forum 11 (4), 20190063, 2020",8,2020
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Evaluating the Evaluators: What Do Nonprofit Evaluation Platforms Actually Bring to the Giving Space,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:j8SEvjWlNXcC,"E Godecki, N Duquette","Available at SSRN 3387597, 2019",,2019
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Founders’ fortunes and philanthropy: A history of the US charitable-contribution deduction,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:uJ-U7cs_P_0C,NJ Duquette,"Business History Review 93 (3), 553-584, 2019",42,2019
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Do share-of-income limits on tax-deductibility of charitable contributions affect giving?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:tzM49s52ZIMC,NJ Duquette,"Economics Letters 174, 1-4, 2019",10,2019
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Inequality and philanthropy: High-income giving in the United States 1917–2012,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:ZfRJV9d4-WMC,NJ Duquette,"Explorations in Economic History 70, 25-41, 2018",27,2018
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,The Effectiveness of Tax Credits for Charitable Giving,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:evX43VCCuoAC,"N Duquette, A Graddy-Reed, M Phillips","Available at SSRN 3201841, 2018",4,2018
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,"Corporate charitable foundations, executive entrenchment, and shareholder distributions",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:2KloaMYe4IUC,"NJ Duquette, EC Ohrn","Journal of Economic Behavior & Organization 152, 235-253, 2018",12,2018
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Ship crowding and slave mortality: missing observations or incorrect measurement?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:_Re3VWB3Y0AC,"PM Solar, NJ Duquette","The Journal of Economic History 77 (4), 1177-1202, 2017",7,2017
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Spend or save? Nonprofits’ use of donations and other revenues,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:tKAzc9rXhukC,NJ Duquette,"Nonprofit and Voluntary Sector Quarterly 46 (6), 1142-1165, 2017",33,2017
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Corporate Charitable Giving as an Executive Perquisite,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:z_wVstp3MssC,"NJ Duquette, EC Ohrn",,,2017
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Do Tax Incentives Affect Charitable Contributions? Evidence from Public Charities' Reported Revenues,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:9yKSN-GCB0IC,NJ Duquette,"Journal of Public Economics 137, 51-69, 2016",105,2016
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Revealing the relationship between ship crowding and slave mortality,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:2osOgNQ5qMEC,NJ Duquette,"The Journal of Economic History 74 (2), 535-552, 2014",18,2014
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,How Johnson fought the war on poverty: The economics and politics of funding at the office of economic opportunity,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:u5HHmVD_uO8C,"MJ Bailey, NJ Duquette","The journal of economic history 74 (2), 351-388, 2014",123,2014
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,On Charities’ Uses of Donor Contributions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:qjMakFHDy7sC,NJ Duquette,,,2014
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,Fiscal Policy and the American Nonprofit Sector.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:d1gkVwhDpl0C,NJ Duquette,,3,2014
Nicolas Duquette,https://scholar.google.com/citations?user=wmKUVF8AAAAJ&hl=en&pagesize=100&view_op=list_works&sortby=pubdate,"Why Philanthropy Matters: How the Wealthy Give, and What It Means for Our Economic Well-Being. By Zoltan J. Acs. Princeton, NJ: Princeton University Press. 2013. Pp. xv, 249 …",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wmKUVF8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=wmKUVF8AAAAJ:u-x6o8ySG0sC,NJ Duquette,"The Journal of Economic History 73 (4), 1184-1186, 2013",,2013
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,"Medicare Advantage enrolls lower-spending people, leading to large overpayments",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:MAUkC_7iAq8C,"SM Lieberman, S Valdez, P Ginsburg","Published June 13, 2023",4,2023
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Substantial Growth In Medicare Advantage And Implications For Reform: Study examines Medicare Advantage growth,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:7H_MAutzIkAC,"E Trish, S Valdez, PB Ginsburg, S Randall, SM Lieberman","Health Affairs 42 (2), 246-251, 2023",4,2023
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Government And Commercial Insurer Payment Rates To Hospitals: A Commentary On Priselac,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:sszUF3NjhM4C,PB Ginsburg,"Health Affairs Forefront, 2023",,2023
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Lowering Medicare Advantage Overpayments From Favorable Selection By Reforming Risk Adjustment,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:PyEswDtIyv0C,"SM Lieberman, PB Ginsburg, E Lin","Health Affairs Forefront, 2023",1,2023
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Favorable Selection Ups The Ante On Medicare Advantage Payment Reform,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:6_hjMsCP8ZoC,"SM Lieberman, PB Ginsburg, S Valdez","Health Affairs Forefront, 2023",1,2023
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Comment Letter on the CY 2023 Medicare Physician Fee Schedule Proposed Rule,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:nRpfm8aw39MC,"RA Berenson, P Ginsburg, KJ Hayes, T Kay, HH Pham, G Terrell","Urban Institute, 2022",,2022
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,The Debate On Overpayment In Medicare Advantage: Pulling It Together,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:1yWc8FF-_SYC,"PB Ginsburg, SM Lieberman","Health Affairs Forefront, 2022",3,2022
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Multi-Year Medicare Physician Fee Freeze Threatens Access: Pair Relief With Reforms,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:1taIhTC69MYC,"PB Ginsburg, SM Lieberman","Health Affairs Forefront, 2022",1,2022
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Private equity investment as a divining rod for market failure: policy responses to harmful physician practice acquisitions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:FiytvqdAVhgC,"EF Brown, L Adler, E Duffy, PB Ginsburg, M Hall, S Valdez","Brookings Institution, 2021",8,2021
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,A framework for categorizing and analyzing prescription drug pricing reform options,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:jFemdcug13IC,"R Sachs, L Adler, PB Ginsburg","Brookings Institution, 2021",,2021
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Government regulated or negotiated drug prices: key design considerations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:AXkvAH5U_nMC,"PB Ginsburg, SM Lieberman","Brookings Institution, 2021",3,2021
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,The Impact of New York’s Surprise out-of-Network Billing Law on Payment Rates to Emergency Physicians,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:4xDN1ZYqzskC,"B Chartock, L Adler, E Duffy, M Fiedler, P Ginsburg, B Ly, E Trish","10th Annual Conference of the American Society of Health Economists, 2021",,2021
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Medicare Advanced Imaging Payment: Dysfunctional Policy Making,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:NyGDZy8z5eUC,"B Steinwald, PB Ginsburg, C Brandt, S Lee","Washington, DC: USC-Brookings Schaeffer Initiative for Health Policy, 2021",,2021
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Medicare payment for physician-administered (Part B) drugs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:q-HalDI95KYC,"PB Ginsburg, SM Lieberman","Brookings Institution, 2021",1,2021
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Understanding the No Surprises Act,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:-7ulzOJl1JYC,"L Adler, M Fiedler, PB Ginsburg, M Hall, B Ippolito, E Trish","Brookings Institution, 2021",4,2021
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,The “advancing American kidney health” executive order: challenges and opportunities for the large dialysis organizations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:-jrNzM816MMC,"E Lin, PB Ginsburg, GM Chertow, JS Berns","American Journal of Kidney Diseases 76 (5), 731-734, 2020",14,2020
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Commentary on “Health Spending Under Single-Payer Approaches”,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:gVv57TyPmFsC,PB Ginsburg,"The Journal of Ambulatory Care Management 43 (3), 199, 2020",1,2020
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Prevalence And Characteristics Of Surprise Out-Of-Network Bills From Professionals In Ambulatory Surgery Centers: An analysis of surprise medical bills generated by ambulatory …,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:nVrZBo8bIpAC,"EL Duffy, L Adler, PB Ginsburg, E Trish","Health Affairs 39 (5), 783-790, 2020",14,2020
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Sharing drug rebates with Medicare Part D patients: why and how,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:otzGkya1bYkC,"SM Lieberman, PB Ginsburg, E Trish","Health Affairs Forefront, 2020",7,2020
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Balancing lower US prescription drug prices and innovation–Part 1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:buQ7SEKw-1sC,"SM Lieberman, PB Ginsburg, KK Patel","Health Affairs Forefront, 2020",8,2020
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Who pays in Medicare Part D?–It’s time to give plans more skin in the game,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:ZzlSgRqYykMC,"EE Trish, PB Ginsburg, GF Joyce, DP Goldman","The New England journal of medicine 381 (25), 2384, 2019",6,2019
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Understanding the bipartisan Senate Finance prescription drug reform package,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:DBa1UEJaJKAC,"L Adler, PB Ginsburg, SM Lieberman","Brookings Institution, 2019",3,2019
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Building on the ACA to achieve universal coverage,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:r_AWSJRzSzQC,"M Fiedler, HJ Aaron, L Adler, PB Ginsburg, CL Young","Obstetrical & Gynecological Survey 74 (10), 573-574, 2019",5,2019
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,We need more primary care physicians: Here's why and how,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:Dem6FJhTUoYC,"B Steinwald, PB Ginsburg, C Brandt, S Lee, K Patel","Brookings Institution, 2019",1,2019
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,“Meaningful Use” of Cost-Measurement Systems—Incentives for Health Care Providers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:OP4eGU-M3BUC,"M Ederhof, PB Ginsburg","New England Journal of Medicine 381 (1), 4-6, 2019",7,2019
Paul B. Ginsburg,https://scholar.google.com/citations?user=Q2OH2tkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,The relationship between network adequacy and surprise billing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q2OH2tkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Q2OH2tkAAAAJ:jE2MZjpN3IcC,"CL Young, L Adler, PB Ginsburg, M Hall","Brookings Institution, 2019",,2019
